ArtistName,album,album_id,artist_id,track,track_id
The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),7tzVd1fwkxsorytCBjEJkU,1Xyo4u8uXC1ZmMpatF05PJ,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW
JENNIE,The Idol Episode 4 (Music from the HBO Original Series),7tzVd1fwkxsorytCBjEJkU,250b0Wlc5Vk0CoUsaCY84M,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW
Lily-Rose Depp,The Idol Episode 4 (Music from the HBO Original Series),7tzVd1fwkxsorytCBjEJkU,1pBLC0qVRTB5zVMuteQ9jJ,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW
Future,WE DON'T TRUST YOU,4iqbFIdGOTzXeDtt9owjQn,1RyvyyTE3xzB2ZywiAwp0i,Like That,2tudvzsrR56uom6smgOcSf
Metro Boomin,WE DON'T TRUST YOU,4iqbFIdGOTzXeDtt9owjQn,0iEtIxbK0KxaSlF7G42ZOp,Like That,2tudvzsrR56uom6smgOcSf
Kendrick Lamar,WE DON'T TRUST YOU,4iqbFIdGOTzXeDtt9owjQn,2YZyLoL8N0Wb9xBt1NhZWg,Like That,2tudvzsrR56uom6smgOcSf
SZA,Saturn,1fmBMCSSkSlvxyoy1vut2k,7tYKF4w9nC0nq9CsPZTHyP,Saturn,1bjeWoagtHmUKputLVyDxQ
