ArtistName,album,album_id,artist_id,track,track_id
Billie Eilish,HIT ME HARD AND SOFT,7aJuG4TFXa2hmE4z1yxc3n,6qqNVTkY8uBg9cP3Jd7DAH,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h
Billie Eilish,HIT ME HARD AND SOFT,7aJuG4TFXa2hmE4z1yxc3n,6qqNVTkY8uBg9cP3Jd7DAH,BLUE,2prqm9sPLj10B4Wg0wE5x9
Billie Eilish,HIT ME HARD AND SOFT,7aJuG4TFXa2hmE4z1yxc3n,6qqNVTkY8uBg9cP3Jd7DAH,SKINNY,1CsMKhwEmNnmvHUuO5nryA
Teddy Swims,I've Tried Everything But Therapy (Part 1),7nacKlk586eLRBSIsrk9DB,33qOK5uJ8AR2xuQQAhHump,Lose Control,17phhZDn6oGtzMe56NuWvj
Billie Eilish,HIT ME HARD AND SOFT,7aJuG4TFXa2hmE4z1yxc3n,6qqNVTkY8uBg9cP3Jd7DAH,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv
Billie Eilish,HIT ME HARD AND SOFT,7aJuG4TFXa2hmE4z1yxc3n,6qqNVTkY8uBg9cP3Jd7DAH,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET
The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),7tzVd1fwkxsorytCBjEJkU,1Xyo4u8uXC1ZmMpatF05PJ,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW
