ArtistName,album,album_id,artist_id,track,track_id
FloyyMenor,Gata Only,5tSQtQGkrCJx3hoQxmLgfM,7CvTknweLr9feJtRGrpDBy,Gata Only,6XjDF6nds4DE2BBbagZol6
Cris Mj,Gata Only,5tSQtQGkrCJx3hoQxmLgfM,1Yj5Xey7kTwvZla8sqdsdE,Gata Only,6XjDF6nds4DE2BBbagZol6
Billie Eilish,HIT ME HARD AND SOFT,7aJuG4TFXa2hmE4z1yxc3n,6qqNVTkY8uBg9cP3Jd7DAH,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB
Hozier,Unreal Unearth: Unheard,3P4SQqMMgjqfqVxgLwtYRk,2FXC3k01G6Gw61bmprjgqS,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C
Artemas,i like the way you kiss me,5HIWDdg3g9CTOtnevKDl1z,0PCCGZ0wGLizHt2KZ7hhA2,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf
Shaboozey,A Bar Song (Tipsy),6egBeCLeGITzGSo5VyRjwZ,3y2cIKLjiOlp1Np37WiUdH,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf
Benson Boone,Fireworks & Rollerblades,168CdR21lfn0TTyw1Pkdcm,22wbnEMDvgVIAGdFeek6ET,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii
